sku,zone_id,volume_m3,priority,near_loading_dock,distance,scenario
ITM0309,ZONE-C,0.4590432,226.0,True,1,C80_D80
ITM0310,ZONE-J,0.0818496,79.0,True,1,C80_D80
ITM0311,ZONE-H,0.0228,13.0,True,1,C80_D80
ITM0312,ZONE-J,0.7528752,35.0,True,1,C80_D80
ITM0313,ZONE-C,0.0966168,53.0,True,1,C80_D80
ITM0314,ZONE-A,0.09606400000000001,0.0,False,10,C80_D80
ITM0315,ZONE-D,0.108192,0.0,True,1,C80_D80
ITM0316,ZONE-B,0.233496,0.0,True,1,C80_D80
ITM0317,ZONE-J,0.0229824,68.0,True,1,C80_D80
ITM0318,ZONE-H,0.0560032,65.0,True,1,C80_D80
ITM0319,ZONE-D,0.055352000000000005,1.0,True,1,C80_D80
ITM0320,ZONE-H,0.309504,28.0,True,1,C80_D80
ITM0321,ZONE-H,0.0676992,0.0,True,1,C80_D80
ITM0322,ZONE-E,0.054000000000000006,0.0,False,10,C80_D80
ITM0323,ZONE-C,0.0450016,224.0,True,1,C80_D80
ITM0324,ZONE-C,0.12221280000000001,54.0,True,1,C80_D80
ITM0325,ZONE-I,0.11132800000000001,0.0,False,10,C80_D80
ITM0326,ZONE-D,0.0427728,0.0,True,1,C80_D80
ITM0327,ZONE-B,0.08463359999999999,43.0,True,1,C80_D80
ITM0328,ZONE-J,0.05948799999999999,77.0,True,1,C80_D80
ITM0329,ZONE-A,0.10180240000000002,0.0,False,10,C80_D80
ITM0330,ZONE-D,0.10478160000000002,14.0,True,1,C80_D80
ITM0331,ZONE-H,0.088064,0.0,True,1,C80_D80
ITM0332,ZONE-H,0.2231712,28.0,True,1,C80_D80
ITM0333,ZONE-A,0.035496,0.0,False,10,C80_D80
ITM0334,ZONE-D,0.4379744,9.0,True,1,C80_D80
ITM0335,ZONE-J,0.14615999999999998,0.0,True,1,C80_D80
ITM0336,ZONE-H,0.38376800000000005,0.0,True,1,C80_D80
ITM0337,ZONE-H,0.0218736,25.0,True,1,C80_D80
ITM0338,ZONE-A,0.025459199999999998,0.0,False,10,C80_D80
ITM0339,ZONE-H,0.4755648,0.0,True,1,C80_D80
ITM0340,ZONE-A,0.15002400000000002,0.0,False,10,C80_D80
ITM0341,ZONE-H,0.17172,0.0,True,1,C80_D80
ITM0342,ZONE-H,0.0411312,6.0,True,1,C80_D80
ITM0343,ZONE-D,0.19440000000000002,91.0,True,1,C80_D80
ITM0344,ZONE-H,0.34064800000000006,60.0,True,1,C80_D80
ITM0345,ZONE-H,0.05505600000000001,40.0,True,1,C80_D80
ITM0346,ZONE-A,0.058548,0.0,False,10,C80_D80
ITM0347,ZONE-H,0.0940032,18.0,True,1,C80_D80
ITM0348,ZONE-C,0.012700800000000002,0.0,True,1,C80_D80
ITM0349,ZONE-H,0.029478400000000002,83.0,True,1,C80_D80
ITM0350,ZONE-H,0.0849528,14.0,True,1,C80_D80
ITM0351,ZONE-G,0.017664,0.0,False,10,C80_D80
ITM0352,ZONE-D,0.0216832,84.0,True,1,C80_D80
ITM0353,ZONE-C,0.06868800000000001,26.0,True,1,C80_D80
ITM0354,ZONE-B,0.021868799999999997,69.0,True,1,C80_D80
ITM0355,ZONE-A,0.09152,0.0,False,10,C80_D80
ITM0356,ZONE-I,0.023347200000000002,0.0,False,10,C80_D80
ITM0357,ZONE-H,0.12533760000000002,0.0,True,1,C80_D80
ITM0358,ZONE-C,0.1008672,50.0,True,1,C80_D80
ITM0359,ZONE-B,0.17138,3.0,True,1,C80_D80
ITM0360,ZONE-D,0.0799552,0.0,True,1,C80_D80
ITM0361,ZONE-G,0.091728,0.0,False,10,C80_D80
ITM0362,ZONE-H,0.0380928,60.0,True,1,C80_D80
ITM0363,ZONE-I,0.10822400000000001,0.0,False,10,C80_D80
ITM0364,ZONE-H,0.0896896,89.0,True,1,C80_D80
ITM0365,ZONE-H,0.0192192,0.0,True,1,C80_D80
ITM0366,ZONE-D,0.0260304,55.0,True,1,C80_D80
ITM0367,ZONE-B,0.117648,77.0,True,1,C80_D80
ITM0368,ZONE-H,0.1326528,69.0,True,1,C80_D80
ITM0369,ZONE-H,0.20275200000000002,12.0,True,1,C80_D80
ITM0370,ZONE-H,0.08784,43.0,True,1,C80_D80
ITM0371,ZONE-H,0.0487872,69.0,True,1,C80_D80
ITM0372,ZONE-D,0.07788,0.0,True,1,C80_D80
ITM0373,ZONE-J,0.055756799999999995,0.0,True,1,C80_D80
ITM0374,ZONE-H,0.063232,71.0,True,1,C80_D80
ITM0375,ZONE-G,0.1499232,0.0,False,10,C80_D80
ITM0376,ZONE-H,0.1330936,75.0,True,1,C80_D80
ITM0377,ZONE-C,0.5806032,31.0,True,1,C80_D80
ITM0378,ZONE-H,0.0840224,0.0,True,1,C80_D80
ITM0379,ZONE-A,0.2004704,0.0,False,10,C80_D80
ITM0380,ZONE-H,0.12188159999999999,0.0,True,1,C80_D80
ITM0381,ZONE-G,0.082992,0.0,False,10,C80_D80
ITM0382,ZONE-H,0.15392,0.0,True,1,C80_D80
ITM0383,ZONE-H,0.035059200000000006,36.0,True,1,C80_D80
ITM0384,ZONE-G,0.07050239999999999,0.0,False,10,C80_D80
ITM0385,ZONE-J,0.02072,0.0,True,1,C80_D80
ITM0386,ZONE-B,0.079488,210.0,True,1,C80_D80
ITM0387,ZONE-J,0.1043328,21.0,True,1,C80_D80
ITM0388,ZONE-H,0.038750400000000004,26.0,True,1,C80_D80
ITM0389,ZONE-A,0.0130944,0.0,False,10,C80_D80
ITM0390,ZONE-B,0.1214752,96.0,True,1,C80_D80
ITM0391,ZONE-B,0.033918399999999994,7.0,True,1,C80_D80
ITM0392,ZONE-D,0.0536536,0.0,True,1,C80_D80
ITM0393,ZONE-I,0.14454,0.0,False,10,C80_D80
ITM0394,ZONE-H,0.1651104,42.0,True,1,C80_D80
ITM0395,ZONE-D,0.014112,0.0,True,1,C80_D80
ITM0396,ZONE-D,0.0055552,0.0,True,1,C80_D80
ITM0397,ZONE-H,0.0207168,93.0,True,1,C80_D80
ITM0398,ZONE-C,0.05399040000000001,30.0,True,1,C80_D80
ITM0399,ZONE-G,0.016931199999999997,0.0,False,10,C80_D80
ITM0400,ZONE-H,0.072416,0.0,True,1,C80_D80
ITM0401,ZONE-G,0.6209279999999999,0.0,False,10,C80_D80
ITM0402,ZONE-D,0.09959040000000001,0.0,True,1,C80_D80
ITM0403,ZONE-H,0.09204000000000001,33.0,True,1,C80_D80
ITM0404,ZONE-H,0.051612000000000005,88.0,True,1,C80_D80
ITM0405,ZONE-H,0.147168,54.0,True,1,C80_D80
ITM0406,ZONE-G,0.17136,0.0,False,10,C80_D80
ITM0407,ZONE-H,0.0988,48.0,True,1,C80_D80
ITM0408,ZONE-H,0.06732,59.0,True,1,C80_D80
ITM0409,ZONE-H,0.060264,98.0,True,1,C80_D80
ITM0410,ZONE-C,0.16909200000000002,88.0,True,1,C80_D80
ITM0411,ZONE-J,0.10336000000000001,0.0,True,1,C80_D80
ITM0412,ZONE-H,0.0798336,57.0,True,1,C80_D80
